Category,Client Name,Trade Name 1,Trade Name 2,Trade Name 3,Trade Name 4
BUILDING MANAGEMENT & SUPERVISION,Project By Project 2014 Company Limited,,,,
BUILDING MANAGEMENT & SUPERVISION,Anchor Group Services Ltd.,Anchor Management Group,,,
BUILDING MANAGEMENT & SUPERVISION,"Ferguson, Renio A.",,,,
BUILDING MANAGEMENT & SUPERVISION,Davies Associates Ltd.,,,,
BUILDING MANAGEMENT & SUPERVISION,"Lightbourne, Shakenndro",,,,
BUILDING MANAGEMENT & SUPERVISION,Albatross Construction and Engineering Ltd.,,,,
BUILDING MANAGEMENT & SUPERVISION,Phoenix Engineering Group and Associates Limited,,,,
BUILDING MANAGEMENT & SUPERVISION,"Jones, Arthur J.",,,,
BUILDING MANAGEMENT & SUPERVISION,"Jones, Winston and Associates Architects Limited",,,,
BUILDING SUPPLIES - SALES,Polar Electric (1991) Company Limited,,,,
BUILDING SUPPLIES - SALES,South American Imports Ltd.,,,,
BUILDING SUPPLIES - SALES,Albuild Hardware And Lumber Company Limited,,,,
BUILDING SUPPLIES - SALES,"Nixon, Freddy and Fredricka",,,,
BUILDING SUPPLIES - SALES,Community Sales Limited,,,,
BUILDING SUPPLIES - SALES,"Saunders, Jeremiah",Trinity Hardware & Building Supplies,,,
BUILDING SUPPLIES - SALES,Island Building Materials Limited,,,,
BUILDING SUPPLIES - SALES,"Alouidor, Christopher",,,,
BUILDING SUPPLIES - SALES,"Johnson, Marvin",,,,
BUILDING SUPPLIES - SALES,Huglo Investments Ltd.,,,,
BUILDING SUPPLIES - SALES,"Marcker, Ib",World Wholesale,,,
BUILDING SUPPLIES - SALES,Kitchen Gallery Company Limited The,,,,
BUILDING SUPPLIES - SALES,"Pennerman, Utoney and Thompson, Dwayne and Thompson, Marvin",,,,
BUILDING SUPPLIES - SALES,Landstar Concrete Products Company Limited,,,,
BUILDING SUPPLIES - SALES,Third Dimension Construction Company Limited,M & F BUILDING SUPPLIES,,,
BUILDING SUPPLIES - SALES,Conet Bahamas Limited,,,,
BUILDNG SUPPLIES SALES - TILES,R.A.W. Inc. Company Ltd.,,,,
BUILDNG SUPPLIES SALES - TILES,Grand Bahama Tiles Limited,,,,
BURGLAR ALARM CONTRACTOR,"Ingraham, Allan F.",,,,
BURGLAR ALARM CONTRACTOR,Palm Security (1998) Limited,,,,
BURGLAR ALARM CONTRACTOR,Triple R Construction & Mechanical Engineering Company Limited,,,,
BURGLAR ALARM CONTRACTOR,International Life Safety & Security Ltd.,,,,
BURGLAR ALARM CONTRACTOR,Global Tech Systems Ltd.,,,,
BURGLAR ALARM CONTRACTOR,"Lightbourne, Shakenndro",,,,
BURGLAR ALARM CONTRACTOR,"Linco, Limited",,,,
BURGLAR ALARM CONTRACTOR,"Roberts, Justin",Goodness Electronics,,,
BURGLAR ALARM CONTRACTOR,Security Systems International Limited,,,,
BURGLAR ALARM CONTRACTOR,"Cox, Charles",Progressive Locks and Safes,,,
BUSINESS SERVICES,Fortune Bay Club Limited,,,,
BUSINESS SERVICES,Global Professional Services Partners (Bahamas) Limited,,,,
BUSINESS SERVICES,"Pinder, Kerel",Island Dreams Management,,,
BUSINESS SERVICES,Treasured Stone Investments Ltd.,,,,
BUSINESS SERVICES,"Burrows, Helena Roberta",,,,
BUSINESS SERVICES,"Worrell, Keith G.",,,,
CABLE TV,Cable Freeport Limited,,,,
CARPET AND FLOORING -SALES,G.B. Terrazzo & Masonry Company Limited,,,,
CARPET AND FLOORING -SALES,International Tile Coverings Co. Ltd.,,,,
CARPET AND FLOORING -SALES,Freeport Carpet Limited,,,,
CARPET INSTALLATION,Bahamas Interiors Enterprises Limited,,,,
CASINO OPERATION,Hotel Corporation of The Bahamas,,,,
CEMENT PLANT OPERATION,Bahama Cement Company,,,,
CEMETERY OPERATION,"Johnson, Nicole and Rolle, Vanria",,,,
CEMETERY OPERATION,Grand Bahama Cemetery,,,,
CHAMBER OF COMMERCE,Freeport (Grand Bahama) Chamber of Commerce,GRAND BAHAMA CHAMBER OF COMMERCE,,,
CHINA & CRYSTAL SALES,Freeport Jewellers Limited,,,,
CHINA & CRYSTAL SALES,G.B. Gems Ltd.,,,,
CHINA & CRYSTAL SALES,Midnight Sun Limited,,,,
CHINA & CRYSTAL SALES,Midnight Sun Limited,,,,
CHINA & CRYSTAL SALES,"Ginza Limited, The",,,,
CHIROPRACTIC SERVICES,G. B. Chiropractic Limited,,,,
CHURCH - OPERATION,Church of Christ,,,,
CHURCH - OPERATION,Calvary Bible Church (Freeport) Limited,,,,
CHURCH - OPERATION,Grand Bahama Family Worship Center,,,,
CHURCH - OPERATION,House of Grace Ministries Int'l,,,,
CHURCH - OPERATION,The Just Shall Live By Faith Ministries,,,,
CHURCH - OPERATION,Prophetic Kingdom Encounter Ministries,,,,
CHURCH - OPERATION,Believer's Worship Centre,,,,
CHURCH - OPERATION,Lord's House The,,,,
CHURCH - OPERATION,First Providence Union Baptist Church,,,,
CHURCH - OPERATION,Assemblies Of God In The Bahamas,LIVING WATER ASSEMBLY OF GOD,,,
CHURCH - OPERATION,Universal Household of Faith,,,,
CHURCH - OPERATION,"Final Hour Ministries, The",,,,
CHURCH - OPERATION,"Miracle Revival Fellowship Bible Move, Inc.,",Faith Walk Academy,,,
CHURCH - OPERATION,"Mount Gilead Church of Freeport, The",,,,
CHURCH - OPERATION,Grace Bible Fellowship Church,,,,
CHURCH - OPERATION,Candlestick Outreach Centre,,,,
CHURCH - OPERATION,Mission Baptist Church,,,,
CHURCH - OPERATION,Power of Deliverance Holy Ghost Headquarters,,,,
CHURCH - OPERATION,Fellowship Union Baptist Church,,,,
CHURCH - OPERATION,Tabernacle Baptist Church and Academy,,,,
CHURCH - OPERATION,Unity in Christ Assembly,,,,
CHURCH - OPERATION,Revival Time Pentecostal Church,,,,
CHURCH - OPERATION,New Beginning Wesleyan Holiness Center,,,,
CHURCH - OPERATION,District Advisory Board of The Bahamas District Church of The Nazarene,,,,
CHURCH - OPERATION,"Bible Teachers International Ministries, Inc.",,,,
CHURCH - OPERATION,Church of Christ Apostolic Nondenominational Incorporated,,,,
CHURCH - OPERATION,Global Faith Ministries,,,,
CHURCH - OPERATION,Assemblies Of God In The Bahamas,Eternal Light Deliverance,,,
CHURCH - OPERATION,Faith National Church of God,,,,
CHURCH - OPERATION,First Born Assembly Church of God Written in Heaven Hebrews 12:23,,,,
CHURCH - OPERATION,"African Methodist Episcopal Church, The",,,,
CHURCH - OPERATION,Methodist Holdings Limited,,,,
CHURCH - OPERATION,Eagle Wings Mimistry International,Eagle's Nest Disciple Center,,,
CHURCH - OPERATION,"Godfrey R. Williams Ministries, The",,,,
CHURCH - OPERATION,Life Community Church,,,,
CHURCH - OPERATION,A Call To Holiness Ministries - Agape House,,,,
CHURCH - OPERATION,North Bahamas Conference of Seventh-Day Adventists,,,,
CHURCH - OPERATION,Whosoever Will Praying International Ministries,,,,
CHURCH - OPERATION,Newlife Worship Center,,,,
CHURCH - OPERATION,Grace Communion International (Bahamas) Limited,,,,
CHURCH - OPERATION,Lighthouse International Ministry,,,,
CHURCH - OPERATION,New Heights Christian Fellowship,,,,
CHURCH - OPERATION,Seed Sowing Ministries,,,,
CHURCH - OPERATION,Kingdom Worship Centre International,,,,
CHURCH - OPERATION,Dominion Community Church,,,,
CHURCH - OPERATION,Invaders for Christ Ministries,,,,
CHURCH - OPERATION,Faith Family Worship Centre,,,,
CHURCH - OPERATION,Bahamas Faith Ministries International,,,,
CHURCH - OPERATION,Sonship Faith Ministries,,,,
CHURCH - OPERATION,Jeshurun Ministries,,,,
CHURCH - OPERATION,Freedom International Ministries,,,,
CHURCH - OPERATION,Rhema Ministry & Family Worship Centre,,,,
CHURCH - OPERATION,Methodist Church of the Bahamas,,,,
CHURCH - OPERATION,Healing Hands Ministry,,,,
CHURCH - OPERATION,Community Bible Church,,,,
CHURCH - OPERATION,Pentecostal Fellowship Centre,,,,
CHURCH - OPERATION,Repairer of the Breach Ministry & Archivers Bible Institute,,,,
CHURCH - OPERATION,Word of Life Ministries International,,,,
CHURCH - OPERATION,Heart of God World Outreach Worship Centre,,,,
CHURCH - OPERATION,"Dean, Keith M, Bowen, Michael S. & Kemp, Charles G.",The Church of Jesus Christ of Latter-Day Saints,,,
CHURCH - OPERATION,Bethel Ministries,,,,
CHURCH - OPERATION,School of the Prophetic Ministry,,,,
CHURCH - OPERATION,Christian Congregation of Jehovah's Witnesses of The Bahamas,,,,
CHURCH - OPERATION,Our Savior Lutheran Church,,,,
CHURCH - OPERATION,Freeport Great Faith Ministry International,,,,
CHURCH - OPERATION,Lucaya Presbyterian Kirk,,,,
CHURCH - OPERATION,Seed Sowing Ministries,New Destiny Ministries,,,
CHURCH - OPERATION,Incorporated Trustees of The Church of England,ANGLICAN CHURCH,,,
CHURCH - OPERATION,Freeport Hebrew Congregation,,,,
CHURCH - OPERATION,First Baptist Church of Freeport,,,,
CHURCH - OPERATION,Assemblies Of Bretheren In The Bahamas,Freeport Gospel Chapel,Freeport Gospel Chapel School,,
CHURCH - OPERATION,Assemblies Of God In The Bahamas,,,,
CHURCH - OPERATION,Bahamas Mission Of Seventh-Day Adventists,,,,
CHURCH - OPERATION,Commonwealth Baptist Temple,,,,
CHURCH - OPERATION,"Just Shall Live By Faith Ministries, The",New Destiny Kingdom Center,,,
CHURCH - OPERATION,Restoration Evangelistic Ministries,,,,
CHURCH - OPERATION,Kingdom Harvest Global Ministries,,,,
CHURCH - OPERATION,Kingdom Life Ministries,,,,
CHURCH - OPERATION,Revelation Faith Apostolic Ministries Int'l,,,,
CHURCH - OPERATION,Cornerstone Christian Fellowship Church,,,,
CHURCH - OPERATION,New Beginning Life Ministries International,,,,
CHURCH - OPERATION,Foundation of the Word Ministries International,,,,
CHURCH - OPERATION,New Horizon Worship Centre,,,,
CHURCH - OPERATION,Church of God of Prophecy,,,,
CHURCH - OPERATION,Zion United Baptist Convention in the Bahamas,,,,
CHURCH - OPERATION,"Bahamas Evangelical Church Association, The",Freeport Bible Church,Wilbur S. Outten Christian Academy,,
CHURCH - OPERATION,Bahamas Region of the National Church of God,,,,
CHURCH - OPERATION,Church of God in The Bahamas Inc. Temple,,,,
CHURCH - OPERATION,Our Savior Lutheran Church,LUTHERAN CHURCH,,,
CHURCH - OPERATION,"Roman Catholic Bishop of Nassau, Bahamas",Mary Star and Catholic High Schools,,,
CHURCH - OPERATION,Grand Bahama Congregation of Jehovah's Witnesses,,,,
CHURCH - OPERATION,St. John's Particular Church of Native Baptist Society,,,,
CHURCH - OPERATION,Trustees of the Church of God in the Bahamas,,,,
CHURCH - OPERATION,Weslyan Methodist Missionary Trust Association,,,,
CHURCH - OPERATION,Shrine Club of The Bahamas of Mahai Temple,,,,
CHURCH - OPERATION,Grand Bahama Christian Center,,,,
CHURCH - OPERATION,Frederick McAlpine Evangelistic Ministries,,,,
CHURCH - OPERATION,Evangelist Reverend Rudolph K. Roberts Ministries Limited,Whole Man Christian Center,,,
CHURCH - OPERATION,District Advisory Board of The Bahamas District Church of The Nazarene,BAHAMAS DISTRICT CHURCH OF THE NAZARENE,,,
CHURCH - OPERATION,Emmanuel Missionary Baptist Church,,,,
CHURCH - OPERATION,National Church of God in the Bahamas (Trustees of),,,,
CIVIL WORK,B.H.I. General And Crane Maintenance Limited,,,,
CIVIL WORK,Island Site Development Ltd.,,,,
CLEANING & JANITORIAL SERVICES,Sam-Julio Limited,Supreme Janitorial Services & Supplies,,,
CLEANING & JANITORIAL SERVICES,"McPhee, Harold, McPhee, Sandra, McPhee, Ghea, McPhee-Rahming, Giselle & Wallace, Gayla",Three G's Landscaping & Lawncare Services,,,
CLEANING & JANITORIAL SERVICES,"Hepburn, Patrice",JDee's Cleaning,,,
CLEANING & JANITORIAL SERVICES,"Pinder, Nicole Danielle",GreenN'Pristine Multi-Cleaning Solutions,,,
CLEANING & JANITORIAL SERVICES,"Green, Charmain",TTC Cleaning Services,,,
CLEANING & JANITORIAL SERVICES,"Baillou, Ishmael A.",Baillou's Spick & Span,,,
CLEANING & JANITORIAL SERVICES,"Jean-Pierre, Tony",Tidy Cleaning Services,,,
CLEANING & JANITORIAL SERVICES,"Smith, Benson",Kaystone Janitorial Services,,,
CLEANING & JANITORIAL SERVICES,B & B Galaxy Waste Management Co. Ltd.,,,,
CLEANING & JANITORIAL SERVICES,A New Look Cleaning & Supplies Limited,,,,
CLEANING & JANITORIAL SERVICES,Control Chemicals Freeport Ltd.,,,,
CLEANING & JANITORIAL SERVICES,Arawak Service Industries Company Limited,,,,
CLEANING & JANITORIAL SERVICES,"Cleare, Angela",Clean as Cleare,,,
CLEANING & JANITORIAL SERVICES,"Pierre, Sharmeen R.",H & S General Cleaning,,,
CLEANING & JANITORIAL SERVICES,"Burrows, Alexander P. and Valeria",TWENTY FIRST CENTURY PROFESSIONAL CLEANERS & CLEANING SUPPLIES,,,
CLEANING & JANITORIAL SERVICES,Better Care Janitorial and Lawn Maintenance Service Company Limited,,,,
CLEANING & JANITORIAL SERVICES,"Williams-Wilson, Nadra",Bahama Merry Maids,,,
CLEANING & JANITORIAL SERVICES,"Clerjust, Willise Mary Outten",,,,
CLEANING & JANITORIAL SERVICES,"Saunders, Solomon",A & W JANITORIAL SERVICES,,,
CLEANING & JANITORIAL SERVICES,"Johnson, Kevin Edwin Luther Jr.",KJ's Janitorial & Maintenance Co.,,,
CLEANING & JANITORIAL SERVICES,"Thompson-Delancy, Kevin and Delancy, Derick D.",Pulizia Group The,,,
CLEANING & JANITORIAL SERVICES,M & J Maintenance Services Limited,,,,
CLEANING & JANITORIAL SERVICES,"Williams-Knowles, Judith & Hall, Italia",GenPro Janitorial Services & Maintenance,,,
CLEANING & JANITORIAL SERVICES,Netto Investments Ltd.,,,,
CLEANING & JANITORIAL SERVICES,"Belizaire, Rossiny",,,,
CLEANING & JANITORIAL SERVICES,"Joseph, John",,,,
CLEANING & JANITORIAL SERVICES,"Roberts, Tamika Theodora J. & Pintard, Gabriel C. Pintard",Bahamas Maintenance & Janitorial Services,,,
CLEANING & JANITORIAL SERVICES,"Higgs, Henry",,,,
CLEANING & JANITORIAL SERVICES,"Grand Bahama Canal Tour Ltd., The",,,,
CLEANING & JANITORIAL SERVICES,"Smith, Shekera Petra",Superior Quality Janitorial Services,,,
CLEANING & JANITORIAL SERVICES,Russmill (Bahamas) Limited,,,,
CLEANING & JANITORIAL SERVICES,"Pinder, Lennis and Pinder, Sontonya",Mirabitur,,,
CLEANING & JANITORIAL SERVICES,"Saunders, Tesa C.",Fresh Start Cleaning Service,,,
CLEANING & JANITORIAL SERVICES,Diversified Services International Limited,,,,
CLEANING & JANITORIAL SERVICES,"Williams, Max Cory and Williams, Danielle Lanier",DPMW Janitorial,,,
CLEANING & JANITORIAL SERVICES,"Carey, Donnell Andrea",Drea Care Janitorial Services,,,
CLEANING & JANITORIAL SERVICES,"Bain, Nelson Francis & Bain, Lana Diann",Kairos Janitorial Services,,,
CLEANING & JANITORIAL SERVICES,"Rolle, Lavar",L & R Maintenance & Supplies,,,
CLEANING & JANITORIAL SERVICES,"Clarke, Jerome Elton and Lewis, Treaves Anthony Jr.",Angelo's Landscaping,,,
CLEANING & JANITORIAL SERVICES,Bayside Industrial Cleaning Company Ltd.,,,,
CLEANING & JANITORIAL SERVICES,"Campbell, Jonathan, & Campbell, Dedra",Five S Maintenance Services,,,
CLEANING & JANITORIAL SERVICES,"Altidor, Fils-Aime",,,,
CLEANING & JANITORIAL SERVICES,Bahamas Marpol Ltd.,,,,
CLEANING & JANITORIAL SERVICES,"Basden, Santina",Kavalier Kleaners,,,
CLEANING & JANITORIAL SERVICES,"Strachan, David A.",,,,
CLEANING & JANITORIAL SERVICES,"Rolle, Carlton O.",Rolle's Janitorial Services,,,
CLEANING & JANITORIAL SERVICES,I.L.M. International Company Ltd.,AG Chemicals & Janitorial Maid Services,,,
CLEANING & JANITORIAL SERVICES,XXist Century Services Ltd.,,,,
CLEANING & JANITORIAL SERVICES,"Williams, Leonard N. and Simozne, Raymond",Clean Sweep Janitorial Services,,,
CLEANING & JANITORIAL SERVICES,"Miller, Wilson",NIGHT & DAY CLEANING SERVICES,,,
CLEANING & JANITORIAL SERVICES,Budget Pest Control Limited,,,,
CLEANING & JANITORIAL SERVICES,DMK Holdings Ltd.,,,,
CLEANING & JANITORIAL SERVICES,"Godet, Coralee Edna, Rochelle and Rashad",PERSONAL TOUCH MAINTENANCE,,,
CLEANING & JANITORIAL SERVICES,"Martin, Dangle and Neely, Brett",,,,
CLEANING & JANITORIAL SERVICES,"Basden, Bonnie",Bonnie Basden Cleaning (BBC),,,
CLEANING & JANITORIAL SERVICES,"Ignace, Odiles and Ignace, Lavanie",,,,
CLEANING - GENERAL,Muffin Man Investments Ltd.,Da Tailin' Boner,,,
CLEANING - GENERAL,Care Maintenance Limited,,,,
CLEANING - GENERAL,Sanitation Services Company Limited,,,,
CLEANING - GENERAL,"Williams, Leonard N. and Simozne, Raymond",,,,
CLEANING - MAID SERVICE,"Clarke, Kendra",Polished Services,,,
CLEANING - MAID SERVICE,"Joseph, Philip Kai",Double P's Janitorial & Cleaning Co.,,,
CLEANING - MAID SERVICE,"Cooper, Esther",Neat Freak Cleaners,,,
CLEANING - MAID SERVICE,"Taylor, Estella Elizabeth",Stella Maids,,,
CLEANING - MAID SERVICE,"Higgs, Kendith",Your Neighborhood Laundry,,,
CLEANING - MAID SERVICE,"Williams-Wilson, Nadra",,,,
CLEANING - MAID SERVICE,"Adderley, Charlton and Brown, Janice",,,,
CLEANING - MAID SERVICE,"Lockhart, Rochelle",Angel Cleaning Maid Service,,,
CLEANING - PRESSURE CLEANING SERVICES,"Louise, Steven & Davis, Bryan",,,,
CLEANING - PRESSURE CLEANING SERVICES,"Williams, Mervin",,,,
CLEANING - PRESSURE CLEANING SERVICES,"Godet, Coralee Edna, Rochelle and Rashad",,,,
CLEANING - PRESSURE CLEANING SERVICES,DMK Holdings Ltd.,,,,
CLEANING - SUPPLY SALES,Tribah Alliance Limited,,,,
CLEANING - SUPPLY SALES,"Pelecanos, Dino",,,,
CLEANING - SUPPLY SALES,XXist Century Services Ltd.,,,,
CLEANING - SUPPLY SALES,"Watson, Claudia A.",,,,
CLEANING - SUPPLY SALES,Crisgo Maintenance Limited,,,,
CLEANING - SUPPLY SALES,Bahamas Bakery Services Ltd.,,,,
CLEANING - SUPPLY SALES,ETP Industrial Outfitters Limited,,,,
CLEANING - SUPPLY SALES,ETP Industrial Supplies & Signs Limited,,,,
CLEANING - SUPPLY SALES,Bellevue Business Depot Ltd.,,,,
CLEANING - SUPPLY SALES,Puritan Chemicals & Janitorial Supplies Limited,,,,
CLEANING - SUPPLY SALES,"Burrows, Alexander P. and Valeria",,,,
CLEANING - SUPPLY SALES,"Bullard, Troy and Bullard, Kayla",,,,
CLEANING - SUPPLY SALES,Control Chemicals Freeport Ltd.,,,,
CLEANING - SUPPLY SALES,"Adderley, Kenneth And Adderley-Stubbs, Delores",,,,
CLEANING - SUPPLY SALES,A New Look Cleaning & Supplies Limited,,,,
CLEANING - SUPPLY SALES,Sam-Julio Limited,,,,
CLOTHING - RENTAL,"Simmons, Michelle and Rahming, Beulah",Yes! Bridal Rental & Accessories,,,
CLOTHING - RENTAL,Bahabreeze Ltd.,,,,
CLOTHING - RENTAL,"Pratt, Wendy",,,,
CLOTHING - RENTAL,"Kemp, Melissa",,,,
CLOTHING ACCESSORIES - SALES,"Fitzgerald, Doris Yvonne",,,,
CLOTHING ACCESSORIES - SALES,Caribconsult Limited,,,,
CLOTHING ACCESSORIES - SALES,Due Investments Limited,,,,
CLOTHING ACCESSORIES - SALES,Cap'n Wish Finest Ltd.,,,,
CLOTHING ACCESSORIES - SALES,Kyra's Investments Limited,JACO'S BAGS & ACCESSORIES,,,
CLOTHING ACCESSORIES - SALES,Jon Wes Shoe Company Limited,,,,
CLOTHING ACCESSORIES - SALES,"Williams, Kenneth and Williams, Ellen",,,,
CLOTHING ACCESSORIES - SALES,G.R. Sweeting & Son Company Limited,,,,
CLOTHING ACCESSORIES - SALES,"Collie, Frances E.",,,,
CLOTHING ACCESSORIES - SALES,"Eurolucaya Company, Limited",,,,
CLOTHING ACCESSORIES - SALES,"Rolle, Coral, Rolle, Shavon & Rolle, Michael",,,,
CLOTHING ACCESSORIES - SALES,Colours of The Caribbean Limited,,,,
CLOTHING ACCESSORIES - SALES,"Smith, Sophia and Smith, Andrenique",,,,
CLOTHING ACCESSORIES - SALES,"Hanna, Erica",,,,
CLOTHING ACCESSORIES - SALES,"Pinder, Reginald",,,,
CLOTHING ACCESSORIES - SALES,"Arthur, Rudolph and Eunice",,,,
CLOTHING ACCESSORIES - SALES,"Demeritte Jr., Derek B.",,,,
CLOTHING ACCESSORIES - SALES,"Williams, Dellereese, Williams, Sarah & Newry, Anthonique 
",,,,
CLOTHING ACCESSORIES - SALES,"Knowles, Nakoya",,,,
CLOTHING ACCESSORIES - SALES,"Stuart, Riche M., and Stuart, Mazie L.",,,,
CLOTHING ACCESSORIES - SALES,"Bootle-Burrows, Monique & Bootle, Melrose",,,,
CLOTHING ACCESSORIES - SALES,"Sweeting, Gabrielle Elizabeth",,,,
CLOTHING ACCESSORIES - SALES,Cocuban Ltd.,,,,
CLOTHING ACCESSORIES - SALES,"Walkins, Harrison and Walkins, Carolyn",,,,
CLOTHING ACCESSORIES - SALES,"Thomas, Baronette",,,,
CLOTHING ACCESSORIES - SALES,Bahama Buy and Sell Limited,,,,
CLOTHING ACCESSORIES - SALES,"Turner, Joanna and Turner, James",,,,
CLOTHING ACCESSORIES - SALES,"Basden, Santina",,,,
CLOTHING ACCESSORIES - SALES,"Albury, Patricia",,,,
CLOTHING ACCESSORIES - SALES,"Ferguson, Halson Rapheal",,,,
CLOTHING ACCESSORIES - SALES,"Hield, Lakisha",,,,
CLOTHING ACCESSORIES - SALES,Lucayan Bahamas Investments Ltd.,,,,
CLOTHING ACCESSORIES - SALES,Sharkeez Bahamas Ltd.,,,,
CLOTHING ACCESSORIES - SALES,Sharkeez Bahamas Ltd.,,,,
CLOTHING ACCESSORIES - SALES,"Ingraham, Yvette & Frederick",,,,
CLOTHING ACCESSORIES - SALES,"Pinder, Daphne",,,,
CLOTHING ACCESSORIES - SALES,"Newbold, Derek, Knowles, Jonathan, Newbold, Harveyann and Knowles, C.",,,,
CLOTHING ACCESSORIES - SALES,"Smith, Raquel and Shepherd, Anissa",,,,
CLOTHING ACCESSORIES - SALES,Colours of The Caribbean Ltd.,,,,
CLOTHING ACCESSORIES - SALES,"Saint, Sheldon H.V. and Sherraine M.",,,,
CLOTHING ACCESSORIES - SALES,"Gibson, Nellymae",,,,
CLOTHING ACCESSORIES - SALES,"Charlot, Ivena Louis & Charlot, Raymond",,,,
CLOTHING ACCESSORIES - SALES,"Gibson-Sawyer, Patricia",,,,
CLOTHING ACCESSORIES - SALES,"Duncombe, Merlean",,,,
CLOTHING ACCESSORIES - SALES,"Bullard, Margaretta T.",,,,
CLOTHING ACCESSORIES - SALES,"Solomon, Scherece L.",,,,
CLOTHING ACCESSORIES - SALES,Due Investments Limited,,,,
CLOTHING ACCESSORIES - SALES,"Pinder, Benita",,,,
CLOTHING ACCESSORIES - SALES,"Pinder, Daphne",,,,
CLOTHING ACCESSORIES - SALES,"Moreau, Smobia",,,,
CLOTHING ACCESSORIES - SALES,MDA Group Co. Ltd.,,,,
CLOTHING ACCESSORIES - SALES,Harley-Davidson of Freeport Ltd.,,,,
CLOTHING STORE - OPERATION,"Burrows, Carolyn",Luxury Habitz Fine Accessories,,,
CLOTHING STORE - OPERATION,"Newman, Atwell",Styles 101,,,
CLOTHING STORE - OPERATION,"Saintil, Michael and Saintil, Michaelson",M & M Fashion Store and Accessories,,,
CLOTHING STORE - OPERATION,"Rolle, Angella D.",OMG Couture,,,
CLOTHING STORE - OPERATION,"Gardiner, Sherrilee",Statement Boutique,,,
CLOTHING STORE - OPERATION,"Saunders, Keshia N. and Culmer, Ricardo R., Jr.","Freestyle Art (Play, Pause, Replay)",,,
CLOTHING STORE - OPERATION,"Sweeting, Gabrielle Elizabeth",OB Active,,,
CLOTHING STORE - OPERATION,"Bootle-Burrows, Monique & Bootle, Melrose",Nikkibellarae's Style Studio,,,
CLOTHING STORE - OPERATION,"Stuart, Riche M., and Stuart, Mazie L.",R M Fashions,,,
CLOTHING STORE - OPERATION,"Knowles, Nakoya",Heaven Sent Couture,,,
CLOTHING STORE - OPERATION,Monai-Tanner Co. Ltd.,T-Shirts and Blanks Depot,,,
CLOTHING STORE - OPERATION,"Beneby, Talea",Chief's Sportswear,,,
CLOTHING STORE - OPERATION,"Burrows, Cecilee",Dolls House of Fashion,,,
CLOTHING STORE - OPERATION,"Mather, Nathlie",Nat's Closet,,,
CLOTHING STORE - OPERATION,"Whylly, Mia","Sun, Sand & Swim",,,
CLOTHING STORE - OPERATION,"Fernander, Christine Georgina","Three ""3"" In 1 Cosmetics & Accessories",,,
CLOTHING STORE - OPERATION,"Williams, Dellereese, Williams, Sarah & Newry, Anthonique 
",Be Unique,,,
